"","age","job","marital","education","credit_in_default","housing_loan","personal_loan","last_contact_type","last_contact_month","last_contact_day","last_contact_duration","n_contacts_this_campaign","days_since_last_contact","n_contacts_prev_campaign","prev_campaign_outcome","registered","married_or_not","education_category"
"7892",53,"services - Agualva-Cacém","married","high.school","no","yes","no","cellular","aug","wed",406,1,999,0,"nonexistent","yes","married","high school or less"
"7893",37,"management - Pinhel","married","","no","no","no","cellular","aug","wed",902,2,999,0,"nonexistent","yes","married","unknown"
"7894",51,"technician - Barreiro","married","high.school","unknown","unknown","unknown","cellular","aug","wed",NA,1,999,0,"nonexistent","yes","married","high school or less"
"7895",49,"housemaid - Tondela","married","basic.4y","unknown","yes","no","cellular","aug","wed",501,1,999,0,"nonexistent","yes","married","high school or less"
"7896",32,"technician - Oliveira de Azeméis","single","professional.course","no","no","no","cellular","aug","wed",720,1,999,0,"nonexistent","yes","not married","unknown"
"7897",32,"technician - Serpa","single","professional.course","no","yes","yes","cellular","aug","wed",NA,1,999,0,"nonexistent","yes","not married","unknown"
"7898",49,"unemployed - Odivelas","married","professional.course","unknown","yes","no","cellular","aug","wed",397,2,999,0,"nonexistent","yes","married","unknown"
"7899",37,"technician - Portimão","single","high.school","no","yes","yes","cellular","aug","wed",763,1,999,0,"nonexistent","yes","not married","high school or less"
"7900",31,"management - Albufeira","married","university.degree","no","yes","yes","cellular","aug","wed",649,2,999,0,"nonexistent","yes","married","university"
"7901",31,"admin. - Vila Nova de Foz Côa","married","university.degree","no","yes","no","cellular","aug","wed",547,1,999,0,"nonexistent","yes","married","university"
"7902",46,"blue-collar - Seixal","","basic.9y","no","no","no","cellular","aug","wed",1044,2,999,0,"nonexistent","yes","not married","high school or less"
"7903",37,"admin. - Santa Comba Dão","married","university.degree","no","no","no","cellular","aug","wed",996,1,999,0,"nonexistent","yes","married","university"
"7904",44,"technician - Albufeira","divorced","professional.course","no","yes","no","cellular","aug","wed",1552,3,999,0,"nonexistent","yes","not married","unknown"
"7905",48,"blue-collar - Gafanha da Nazaré","married","unknown","no","yes","yes","cellular","aug","wed",742,1,999,0,"nonexistent","yes","married","unknown"
"7906",37,"","married","university.degree","unknown","no","no","cellular","aug","wed",NA,1,999,0,"nonexistent","yes","married","university"
"7907",52,"blue-collar - Viana do Castelo","married","","unknown","yes","yes","cellular","aug","wed",NA,4,999,0,"nonexistent","yes","married","unknown"
"7908",43,"admin. - Barcelos","single","university.degree","no","no","yes","cellular","aug","wed",NA,7,999,0,"nonexistent","yes","not married","university"
"7909",46,"management - Vendas Novas","married","","no","yes","yes","cellular","aug","wed",NA,3,999,0,"nonexistent","yes","married","unknown"
"7910",30,"technician - Funchal","single","university.degree","no","yes","yes","cellular","aug","thu",1288,3,999,0,"nonexistent","yes","not married","university"
"7911",38,"admin. - Águeda","married","university.degree","no","no","no","cellular","aug","thu",395,1,999,0,"nonexistent","yes","married","university"
"7912",48,"admin. - Mealhada","married","high.school","no","no","no","cellular","aug","thu",NA,2,999,0,"nonexistent","yes","married","high school or less"
"7913",44,"blue-collar - Horta","married","basic.9y","no","no","no","cellular","aug","thu",NA,1,999,0,"nonexistent","yes","married","high school or less"
"7914",41,"admin. - Agualva-Cacém","single","university.degree","unknown","yes","no","cellular","aug","thu",566,3,999,0,"nonexistent","yes","not married","university"
"7915",56,"retired - Odivelas","married","","unknown","yes","no","cellular","aug","thu",674,1,999,0,"nonexistent","yes","married","unknown"
"7916",32,"admin. - Moura","single","university.degree","no","yes","yes","cellular","aug","thu",1327,5,999,0,"nonexistent","yes","not married","university"
"7917",34,"technician - Pinhel","divorced","university.degree","no","yes","yes","cellular","aug","thu",NA,1,999,0,"nonexistent","yes","not married","university"
"7918",33,"technician - Câmara de Lobos","married","high.school","no","no","yes","cellular","aug","thu",401,2,999,0,"nonexistent","yes","married","high school or less"
"7919",39,"management - Esmoriz","married","university.degree","no","no","no","cellular","aug","thu",1321,6,999,0,"nonexistent","yes","married","university"
"7920",45,"self-employed - Gondomar","married","basic.4y","no","yes","yes","cellular","aug","thu",NA,1,999,0,"nonexistent","yes","married","high school or less"
"7921",54,"self-employed - Portimão","married","basic.9y","unknown","yes","no","cellular","aug","thu",429,3,999,0,"nonexistent","yes","married","high school or less"
"7922",32,"admin. - Mêda","married","high.school","no","no","no","cellular","aug","thu",876,1,999,0,"nonexistent","yes","married","high school or less"
"7923",45,"blue-collar - Moura","married","basic.9y","no","yes","no","cellular","aug","thu",773,5,999,0,"nonexistent","yes","married","high school or less"
"7924",NA,"admin. - Lixa","single","university.degree","no","no","no","cellular","aug","thu",1336,4,999,0,"nonexistent","yes","not married","university"
"7925",30,"technician - Loures","single","professional.course","no","yes","no","cellular","aug","thu",NA,5,999,0,"nonexistent","yes","not married","unknown"
"7926",31,"technician - Tondela","single","professional.course","no","no","no","cellular","aug","fri",193,2,999,0,"nonexistent","yes","not married","unknown"
"7927",50,"entrepreneur - Seixal","married","professional.course","unknown","yes","no","cellular","aug","fri",NA,4,999,0,"nonexistent","yes","married","unknown"
"7928",35,"technician - Valbom","married","high.school","no","no","no","telephone","aug","fri",243,1,999,0,"nonexistent","yes","married","high school or less"
"7929",45,"blue-collar - Oliveira de Azeméis","married","basic.4y","unknown","yes","no","cellular","aug","fri",994,1,999,0,"nonexistent","yes","married","high school or less"
"7930",45,"blue-collar - Amora","married","basic.4y","no","no","no","cellular","aug","fri",507,2,999,0,"nonexistent","yes","married","high school or less"
"7931",57,"technician - Tarouca","married","high.school","unknown","no","no","cellular","aug","fri",784,1,999,0,"nonexistent","yes","married","high school or less"
"7932",52,"blue-collar - Leiria","married","basic.9y","no","no","no","cellular","aug","fri",809,1,999,0,"nonexistent","yes","married","high school or less"
"7933",53,"","married","basic.4y","unknown","no","no","cellular","aug","fri",523,1,999,0,"nonexistent","yes","married","high school or less"
"7934",40,"technician - Tavira","married","high.school","no","yes","no","cellular","aug","fri",419,1,999,0,"nonexistent","yes","married","high school or less"
"7935",37,"technician - Olhão da Restauração","divorced","professional.course","no","no","no","cellular","aug","fri",780,2,999,0,"nonexistent","yes","not married","unknown"
"7936",30,"","single","university.degree","no","no","no","cellular","aug","fri",459,1,999,0,"nonexistent","yes","not married","university"
"7937",33,"self-employed - Rebordosa","married","basic.9y","unknown","no","no","cellular","aug","fri",NA,1,999,0,"nonexistent","yes","married","high school or less"
"7938",41,"technician - Aveiro","divorced","university.degree","no","no","no","cellular","aug","fri",519,1,999,0,"nonexistent","yes","not married","university"
"7939",50,"blue-collar - Vila Nova de Foz Côa","married","basic.6y","no","no","no","cellular","aug","fri",733,3,999,0,"nonexistent","yes","married","high school or less"
"7940",29,"technician - Gouveia","single","high.school","no","yes","no","cellular","aug","fri",580,3,999,0,"nonexistent","yes","not married","high school or less"
"7941",38,"technician - Valpaços","married","professional.course","no","yes","no","cellular","aug","fri",848,1,999,0,"nonexistent","yes","married","unknown"
"7942",58,"self-employed - Santa Comba Dão","married","university.degree","no","no","no","cellular","aug","fri",1242,3,999,0,"nonexistent","yes","married","university"
"7943",33,"","married","professional.course","no","no","no","cellular","aug","fri",922,7,999,0,"nonexistent","yes","married","unknown"
"7944",42,"self-employed - Agualva-Cacém","married","university.degree","no","no","no","cellular","aug","fri",1206,4,999,0,"nonexistent","yes","married","university"
"7945",29,"","single","university.degree","no","no","no","cellular","aug","mon",716,2,999,0,"nonexistent","yes","not married","university"
"7946",35,"","single","university.degree","no","no","no","cellular","aug","mon",386,2,999,0,"nonexistent","yes","not married","university"
"7947",44,"admin. - Aveiro","married","high.school","no","yes","no","cellular","aug","mon",758,2,999,0,"nonexistent","yes","married","high school or less"
"7948",59,"retired - Moura","married","basic.4y","unknown","no","no","cellular","aug","mon",NA,1,999,0,"nonexistent","yes","married","high school or less"
"7949",38,"technician - Vila Real","divorced","high.school","no","yes","no","cellular","aug","mon",NA,3,999,0,"nonexistent","yes","not married","high school or less"
"7950",30,"admin. - Covilhã","single","university.degree","no","no","yes","cellular","aug","mon",545,1,999,0,"nonexistent","yes","not married","university"
"7951",38,"","","university.degree","no","yes","no","cellular","aug","mon",NA,1,999,0,"nonexistent","yes","not married","university"
"7952",36,"admin. - Barreiro","married","university.degree","no","no","no","cellular","aug","mon",610,2,999,0,"nonexistent","yes","married","university"
"7953",50,"management - Costa da Caparica","married","university.degree","unknown","yes","no","cellular","aug","mon",NA,4,999,0,"nonexistent","yes","married","university"
"7954",52,"blue-collar - Santa Cruz","married","basic.4y","no","yes","no","cellular","aug","mon",917,2,999,0,"nonexistent","yes","married","high school or less"
"7955",45,"services - Quarteira","married","basic.9y","no","no","no","cellular","aug","mon",NA,1,999,0,"nonexistent","yes","married","high school or less"
"7956",45,"admin. - Lagoa","married","university.degree","no","no","no","cellular","aug","mon",608,1,999,0,"nonexistent","yes","married","university"
"7957",46,"admin. - Serpa","married","university.degree","unknown","no","no","cellular","aug","mon",1141,2,999,0,"nonexistent","yes","married","university"
"7958",50,"management - Guarda","married","university.degree","unknown","yes","no","cellular","aug","mon",734,2,999,0,"nonexistent","yes","married","university"
"7959",34,"admin. - Seixal","married","university.degree","no","no","no","cellular","aug","mon",1238,1,999,0,"nonexistent","yes","married","university"
"7960",30,"technician - Albufeira","","university.degree","no","yes","no","cellular","aug","mon",720,1,999,0,"nonexistent","yes","not married","university"
"7961",NA,"technician - Gouveia","married","professional.course","no","no","no","cellular","aug","mon",663,3,999,0,"nonexistent","yes","married","unknown"
"7962",36,"technician - Évora","single","professional.course","no","no","no","cellular","aug","mon",444,3,999,0,"nonexistent","yes","not married","unknown"
"7963",32,"technician - Quarteira","married","university.degree","unknown","no","no","cellular","aug","mon",NA,5,999,0,"nonexistent","yes","married","university"
"7964",32,"admin. - Loulé","divorced","university.degree","no","yes","no","cellular","aug","mon",1080,3,999,0,"nonexistent","yes","not married","university"
"7965",38,"technician - Vila Nova de Santo André","married","professional.course","no","yes","no","cellular","aug","mon",479,1,999,0,"nonexistent","yes","married","unknown"
"7966",53,"admin. - Viseu","divorced","university.degree","no","no","no","cellular","aug","tue",506,1,999,0,"nonexistent","yes","not married","university"
"7967",31,"technician - Lagoa","single","high.school","no","yes","yes","cellular","aug","tue",768,1,999,0,"nonexistent","yes","not married","high school or less"
"7968",52,"housemaid - Valpaços","married","basic.6y","no","yes","no","cellular","aug","tue",1134,1,999,0,"nonexistent","yes","married","high school or less"
"7969",53,"entrepreneur - Queluz","married","basic.9y","unknown","yes","no","cellular","aug","tue",1282,5,999,0,"nonexistent","yes","married","high school or less"
"7970",32,"technician - Portimão","married","university.degree","no","yes","no","cellular","aug","tue",NA,2,999,0,"nonexistent","yes","married","university"
"7971",37,"technician - Fiães","single","professional.course","unknown","yes","no","cellular","aug","tue",971,1,999,0,"nonexistent","yes","not married","unknown"
"7972",33,"technician - Valongo","single","professional.course","no","yes","no","cellular","aug","tue",396,2,999,0,"nonexistent","yes","not married","unknown"
"7973",31,"admin. - Loures","single","university.degree","no","no","no","cellular","aug","tue",507,1,999,0,"nonexistent","yes","not married","university"
"7974",35,"technician - Agualva-Cacém","single","","no","yes","no","cellular","aug","tue",439,3,999,0,"nonexistent","yes","not married","unknown"
"7975",48,"admin. - Agualva-Cacém","married","basic.9y","no","yes","no","cellular","aug","tue",1181,2,999,0,"nonexistent","yes","married","high school or less"
"7976",53,"management - Barcelos","married","university.degree","no","yes","no","cellular","aug","tue",1133,3,999,0,"nonexistent","yes","married","university"
"7977",43,"technician - Portimão","married","professional.course","unknown","no","no","cellular","aug","tue",926,2,999,0,"nonexistent","yes","married","unknown"
"7978",33,"technician - Anadia","married","professional.course","no","no","yes","cellular","aug","tue",NA,1,999,0,"nonexistent","yes","married","unknown"
"7979",35,"management - Beja","married","university.degree","no","unknown","unknown","cellular","aug","tue",696,1,999,0,"nonexistent","yes","married","university"
"7980",32,"technician - Póvoa de Santa Iria","","university.degree","no","yes","no","cellular","aug","tue",645,4,999,0,"nonexistent","yes","not married","university"
"7981",32,"technician - Almada","single","professional.course","no","yes","no","cellular","aug","tue",473,3,999,0,"nonexistent","yes","not married","unknown"
"7982",31,"technician - Costa da Caparica","single","high.school","no","yes","yes","cellular","aug","tue",559,2,999,0,"nonexistent","yes","not married","high school or less"
"7983",32,"technician - Lagoa","","university.degree","no","no","yes","cellular","aug","tue",1092,4,999,0,"nonexistent","yes","not married","university"
"7984",36,"admin. - Matosinhos","single","university.degree","no","yes","no","cellular","aug","tue",1344,7,999,0,"nonexistent","yes","not married","university"
"7985",31,"services - Estremoz","single","university.degree","unknown","yes","no","cellular","aug","tue",1307,3,999,0,"nonexistent","yes","not married","university"
"7986",41,"technician - Odivelas","married","","no","yes","no","cellular","aug","tue",NA,1,999,0,"nonexistent","yes","married","unknown"
"7987",46,"blue-collar - Pinhel","","basic.4y","unknown","yes","no","cellular","aug","tue",NA,1,999,0,"nonexistent","yes","not married","high school or less"
"7988",32,"","single","university.degree","no","no","no","cellular","aug","tue",NA,3,999,0,"nonexistent","yes","not married","university"
"7989",32,"admin. - Serpa","single","university.degree","no","no","no","cellular","aug","tue",1613,1,999,0,"nonexistent","yes","not married","university"
"7990",33,"technician - Vila Real","married","","no","yes","no","cellular","aug","tue",NA,3,999,0,"nonexistent","yes","married","unknown"
"7991",45,"management - Lagoa","married","university.degree","no","yes","no","cellular","aug","tue",1735,4,999,0,"nonexistent","yes","married","university"
"7992",33,"technician - Porto","married","","no","yes","no","cellular","aug","tue",940,10,999,0,"nonexistent","yes","married","unknown"
"7993",32,"technician - Oliveira do Bairro","married","professional.course","unknown","yes","no","cellular","aug","tue",NA,4,999,0,"nonexistent","yes","married","unknown"
"7994",32,"admin. - Esmoriz","married","university.degree","no","yes","no","cellular","aug","wed",NA,1,999,0,"nonexistent","yes","married","university"
"7995",45,"blue-collar - Portimão","","high.school","unknown","yes","no","cellular","aug","wed",969,1,999,0,"nonexistent","yes","not married","high school or less"
"7996",32,"admin. - Portimão","single","university.degree","no","no","no","cellular","aug","wed",NA,1,999,0,"nonexistent","yes","not married","university"
"7997",33,"technician - Entroncamento","married","high.school","no","no","no","cellular","aug","wed",703,1,999,0,"nonexistent","yes","married","high school or less"
"7998",43,"admin. - Angra do Heroísmo","married","university.degree","no","no","no","telephone","aug","wed",NA,8,999,0,"nonexistent","yes","married","university"
"7999",35,"technician - Marinha Grande","married","university.degree","no","yes","no","cellular","aug","wed",455,1,999,0,"nonexistent","yes","married","university"
"8000",57,"admin. - Agualva-Cacém","married","university.degree","unknown","no","no","cellular","aug","wed",846,4,999,0,"nonexistent","yes","married","university"
"8001",50,"admin. - Portalegre","married","","no","yes","no","cellular","aug","wed",1149,5,999,0,"nonexistent","yes","married","unknown"
"8002",33,"technician - Covilhã","single","university.degree","no","yes","no","telephone","aug","wed",827,1,999,0,"nonexistent","yes","not married","university"
"8003",44,"admin. - Loulé","married","university.degree","unknown","yes","no","cellular","aug","wed",641,2,999,0,"nonexistent","yes","married","university"
"8004",57,"admin. - Portalegre","single","university.degree","unknown","yes","no","cellular","aug","wed",404,4,999,0,"nonexistent","yes","not married","university"
"8005",39,"technician - Valbom","married","professional.course","no","yes","yes","cellular","aug","wed",657,6,999,0,"nonexistent","yes","married","unknown"
"8006",60,"retired - Rio Tinto","married","basic.9y","unknown","no","no","cellular","aug","wed",707,3,999,0,"nonexistent","yes","married","high school or less"
"8007",50,"services - Mirandela","married","high.school","no","yes","no","cellular","aug","wed",737,2,999,0,"nonexistent","yes","married","high school or less"
"8008",46,"admin. - Esmoriz","married","high.school","no","no","yes","cellular","aug","wed",871,2,999,0,"nonexistent","yes","married","high school or less"
"8009",40,"management - Barreiro","married","high.school","no","no","no","cellular","aug","wed",NA,2,999,0,"nonexistent","yes","married","high school or less"
"8010",34,"admin. - Marinha Grande","single","university.degree","no","yes","no","cellular","aug","wed",1038,1,999,0,"nonexistent","yes","not married","university"
"8011",54,"management - Gondomar","married","university.degree","no","no","yes","cellular","aug","wed",NA,1,999,0,"nonexistent","yes","married","university"
"8012",36,"admin. - Esposende","unknown","university.degree","no","yes","no","cellular","aug","wed",529,1,999,0,"nonexistent","yes","not married","university"
"8013",39,"management - Fafe","married","university.degree","no","yes","no","telephone","aug","wed",306,1,999,0,"nonexistent","yes","married","university"
"8014",34,"","married","professional.course","no","no","no","cellular","aug","wed",1148,2,999,0,"nonexistent","yes","married","unknown"
"8015",31,"technician - Torres Novas","married","professional.course","no","yes","no","cellular","aug","thu",NA,1,999,0,"nonexistent","yes","married","unknown"
"8016",36,"self-employed - Vila Nova de Santo André","married","basic.9y","unknown","yes","yes","cellular","aug","thu",593,2,999,0,"nonexistent","yes","married","high school or less"
"8017",34,"technician - Oliveira de Azeméis","single","university.degree","no","yes","no","cellular","aug","thu",812,1,999,0,"nonexistent","yes","not married","university"
"8018",34,"admin. - Ílhavo","single","university.degree","no","yes","no","cellular","aug","thu",518,1,999,0,"nonexistent","yes","not married","university"
"8019",45,"admin. - Santana","single","university.degree","no","no","no","cellular","aug","thu",505,1,999,0,"nonexistent","yes","not married","university"
"8020",54,"services - Câmara de Lobos","married","high.school","no","yes","no","cellular","aug","thu",834,9,999,0,"nonexistent","yes","married","high school or less"
"8021",36,"self-employed - Trancoso","married","basic.9y","unknown","no","no","cellular","aug","thu",NA,2,999,0,"nonexistent","yes","married","high school or less"
"8022",31,"housemaid - Esmoriz","married","basic.6y","no","yes","yes","telephone","aug","thu",698,1,999,0,"nonexistent","yes","married","high school or less"
"8023",30,"admin. - Funchal","married","high.school","unknown","yes","yes","cellular","aug","thu",NA,1,999,0,"nonexistent","yes","married","high school or less"
"8024",NA,"admin. - Portimão","","university.degree","no","unknown","unknown","cellular","aug","thu",1231,2,999,0,"nonexistent","yes","not married","university"
"8025",35,"self-employed - Marinha Grande","married","university.degree","no","yes","no","cellular","aug","thu",884,2,999,0,"nonexistent","yes","married","university"
"8026",47,"blue-collar - Vila Real","married","unknown","unknown","no","no","telephone","aug","thu",NA,13,999,0,"nonexistent","yes","married","unknown"
"8027",54,"self-employed - Gouveia","married","high.school","no","yes","yes","cellular","aug","thu",NA,3,999,0,"nonexistent","yes","married","high school or less"
"8028",35,"technician - Águeda","married","university.degree","no","unknown","unknown","cellular","aug","thu",1579,2,999,0,"nonexistent","yes","married","university"
"8029",30,"admin. - Vila Nova de Santo André","married","university.degree","no","yes","no","cellular","aug","mon",618,3,999,0,"nonexistent","yes","married","university"
"8030",35,"admin. - Vila Baleira (a.k.a. Porto Santo)","single","university.degree","no","yes","no","cellular","aug","mon",NA,2,999,0,"nonexistent","yes","not married","university"
"8031",50,"technician - Covilhã","married","university.degree","no","unknown","unknown","cellular","aug","mon",NA,2,999,0,"nonexistent","yes","married","university"
"8032",NA,"services - Montemor-o-Novo","","basic.6y","no","yes","no","cellular","aug","mon",NA,2,999,0,"nonexistent","yes","not married","high school or less"
"8033",30,"technician - Ílhavo","single","high.school","no","no","no","cellular","aug","mon",638,4,999,0,"nonexistent","yes","not married","high school or less"
"8034",35,"technician - Peso da Régua","married","professional.course","no","no","no","cellular","aug","mon",594,2,999,0,"nonexistent","yes","married","unknown"
"8035",35,"technician - Vila Nova de Santo André","married","professional.course","no","yes","yes","cellular","aug","mon",882,4,999,0,"nonexistent","yes","married","unknown"
"8036",48,"blue-collar - Câmara de Lobos","married","unknown","no","no","no","cellular","aug","mon",NA,3,999,0,"nonexistent","yes","married","unknown"
"8037",49,"services - Ermesinde","married","basic.4y","unknown","no","no","cellular","aug","mon",309,2,999,0,"nonexistent","yes","married","high school or less"
"8038",41,"technician - Ílhavo","married","high.school","no","no","no","cellular","aug","mon",697,2,999,0,"nonexistent","yes","married","high school or less"
"8039",54,"blue-collar - Oliveira de Azeméis","married","basic.9y","no","yes","no","cellular","aug","mon",956,1,999,0,"nonexistent","yes","married","high school or less"
"8040",47,"admin. - Almada","married","university.degree","no","no","no","cellular","aug","mon",NA,6,999,0,"nonexistent","yes","married","university"
"8041",49,"admin. - Covilhã","married","high.school","no","yes","no","cellular","aug","mon",194,2,999,0,"nonexistent","yes","married","high school or less"
"8042",35,"admin. - Setúbal","single","university.degree","no","no","no","cellular","aug","mon",NA,12,999,0,"nonexistent","yes","not married","university"
"8043",58,"unknown - Almada","married","","no","yes","no","cellular","aug","tue",NA,10,999,0,"nonexistent","yes","married","unknown"
"8044",45,"admin. - Vila Franca de Xira","married","high.school","no","yes","no","cellular","aug","tue",NA,4,999,0,"nonexistent","yes","married","high school or less"
"8045",35,"entrepreneur - Torres Vedras","divorced","professional.course","unknown","unknown","unknown","cellular","aug","tue",NA,3,999,0,"nonexistent","yes","not married","unknown"
"8046",54,"technician - Águeda","married","professional.course","unknown","yes","no","cellular","aug","tue",687,2,999,0,"nonexistent","yes","married","unknown"
"8047",NA,"retired - Barreiro","married","basic.4y","no","no","no","cellular","aug","tue",933,2,999,0,"nonexistent","yes","married","high school or less"
"8048",31,"admin. - Vila Franca de Xira","single","university.degree","no","yes","no","cellular","aug","tue",1032,2,999,0,"nonexistent","yes","not married","university"
"8049",NA,"technician - Póvoa de Varzim","single","university.degree","no","yes","no","cellular","aug","tue",290,9,999,0,"nonexistent","yes","not married","university"
"8050",29,"services - Ílhavo","married","professional.course","no","no","no","cellular","aug","tue",836,3,999,0,"nonexistent","yes","married","unknown"
"8051",51,"blue-collar - Tondela","married","basic.4y","no","unknown","unknown","telephone","aug","tue",480,1,999,0,"nonexistent","yes","married","high school or less"
"8052",39,"management - Gouveia","divorced","university.degree","no","no","no","cellular","aug","wed",NA,1,999,0,"nonexistent","yes","not married","university"
"8053",45,"blue-collar - Coimbra","married","basic.6y","no","no","no","cellular","aug","wed",921,1,999,0,"nonexistent","yes","married","high school or less"
"8054",29,"admin. - Gafanha da Nazaré","single","","no","yes","yes","cellular","aug","wed",NA,1,999,0,"nonexistent","yes","not married","unknown"
"8055",42,"technician - Santana","married","","no","yes","no","cellular","aug","wed",543,1,999,0,"nonexistent","yes","married","unknown"
"8056",56,"admin. - Angra do Heroísmo","married","university.degree","no","no","no","cellular","aug","wed",552,3,999,0,"nonexistent","yes","married","university"
"8057",57,"housemaid - Gondomar","married","basic.4y","no","no","no","cellular","aug","wed",1044,1,999,0,"nonexistent","yes","married","high school or less"
"8058",29,"admin. - Setúbal","single","","no","yes","no","cellular","aug","wed",875,2,999,0,"nonexistent","yes","not married","unknown"
"8059",30,"admin. - Vila do Conde","married","university.degree","no","no","no","telephone","aug","wed",588,3,999,0,"nonexistent","yes","married","university"
"8060",31,"unemployed - Covilhã","married","university.degree","no","yes","no","cellular","aug","wed",763,9,999,0,"nonexistent","yes","married","university"
"8061",41,"admin. - Ovar","divorced","university.degree","no","yes","no","cellular","aug","wed",536,5,999,0,"nonexistent","yes","not married","university"
"8062",36,"admin. - Fafe","single","university.degree","no","yes","no","cellular","aug","wed",1408,3,999,0,"nonexistent","yes","not married","university"
"8063",29,"admin. - Ílhavo","married","university.degree","no","yes","no","cellular","aug","wed",718,1,999,0,"nonexistent","yes","married","university"
"8064",29,"technician - Rio Tinto","single","high.school","unknown","no","no","cellular","aug","wed",921,3,999,0,"nonexistent","yes","not married","high school or less"
"8065",48,"blue-collar - Câmara de Lobos","married","basic.9y","unknown","no","no","cellular","aug","wed",627,2,999,0,"nonexistent","yes","married","high school or less"
"8066",59,"retired - Valongo","married","high.school","no","yes","no","cellular","aug","wed",625,5,999,0,"nonexistent","yes","married","high school or less"
"8067",48,"services - Gafanha da Nazaré","married","high.school","no","yes","no","cellular","aug","wed",703,2,999,0,"nonexistent","yes","married","high school or less"
"8068",34,"admin. - Vendas Novas","married","high.school","no","yes","no","cellular","aug","thu",1503,1,999,0,"nonexistent","yes","married","high school or less"
"8069",51,"management - Fátima","married","university.degree","no","no","no","cellular","aug","thu",NA,2,999,0,"nonexistent","yes","married","university"
"8070",52,"blue-collar - Tomar","married","","no","no","no","telephone","aug","thu",NA,3,999,0,"nonexistent","yes","married","unknown"
"8071",30,"technician - Chaves","married","high.school","no","no","no","cellular","aug","thu",NA,2,999,0,"nonexistent","yes","married","high school or less"
"8072",47,"services - Abrantes","divorced","","unknown","no","no","cellular","aug","thu",819,6,999,0,"nonexistent","yes","not married","unknown"
"8073",NA,"admin. - Albufeira","married","university.degree","no","no","yes","cellular","aug","thu",1505,3,999,0,"nonexistent","yes","married","university"
"8074",29,"admin. - Portimão","single","high.school","no","yes","no","cellular","aug","thu",788,3,999,0,"nonexistent","yes","not married","high school or less"
"8075",33,"technician - Funchal","married","professional.course","no","unknown","unknown","cellular","aug","thu",NA,2,999,0,"nonexistent","yes","married","unknown"
"8076",49,"admin. - Serpa","unknown","university.degree","no","no","no","cellular","aug","thu",NA,1,999,0,"nonexistent","yes","not married","university"
"8077",56,"self-employed - Pinhel","married","basic.9y","no","yes","no","cellular","aug","thu",793,5,999,0,"nonexistent","yes","married","high school or less"
"8078",33,"admin. - Santa Maria da Feira","single","university.degree","no","yes","no","cellular","aug","thu",NA,4,999,0,"nonexistent","yes","not married","university"
"8079",49,"blue-collar - Gafanha da Nazaré","married","basic.9y","unknown","yes","no","cellular","aug","thu",1877,3,999,0,"nonexistent","yes","married","high school or less"
"8080",54,"technician - Covilhã","divorced","professional.course","unknown","yes","no","cellular","aug","thu",NA,1,999,0,"nonexistent","yes","not married","unknown"
"8081",35,"technician - Mirandela","single","university.degree","no","yes","no","cellular","aug","fri",974,4,999,0,"nonexistent","yes","not married","university"
"8082",NA,"technician - Portalegre","single","","unknown","yes","no","cellular","aug","fri",NA,2,999,0,"nonexistent","yes","not married","unknown"
"8083",33,"admin. - Vila Nova de Santo André","married","university.degree","no","yes","no","cellular","aug","fri",NA,1,999,0,"nonexistent","yes","married","university"
"8084",33,"admin. - Vila Real","married","university.degree","no","yes","no","cellular","aug","fri",NA,1,999,0,"nonexistent","yes","married","university"
"8085",48,"technician - Agualva-Cacém","married","professional.course","no","yes","no","cellular","aug","fri",336,8,999,0,"nonexistent","yes","married","unknown"
"8086",46,"services - Vila Nova de Famalicão","married","unknown","no","no","no","cellular","aug","fri",739,1,999,0,"nonexistent","yes","married","unknown"
"8087",29,"admin. - Marinha Grande","single","university.degree","no","yes","no","cellular","aug","fri",NA,1,999,0,"nonexistent","yes","not married","university"
"8088",35,"technician - Tarouca","single","high.school","unknown","no","no","cellular","aug","fri",1258,1,999,0,"nonexistent","yes","not married","high school or less"
"8089",47,"services - Ribeira Grande","married","high.school","unknown","yes","no","cellular","aug","fri",528,1,999,0,"nonexistent","yes","married","high school or less"
"8090",38,"self-employed - Fátima","married","basic.9y","unknown","no","no","cellular","aug","fri",1329,1,999,0,"nonexistent","yes","married","high school or less"
"8091",53,"blue-collar - Fátima","","basic.9y","no","yes","no","cellular","aug","fri",565,1,999,0,"nonexistent","yes","not married","high school or less"
"8092",29,"admin. - Agualva-Cacém","married","university.degree","no","no","no","cellular","aug","fri",604,3,999,0,"nonexistent","yes","married","university"
"8093",53,"self-employed - Valongo","married","basic.9y","no","yes","yes","cellular","aug","fri",1241,7,999,0,"nonexistent","yes","married","high school or less"
"8094",35,"management - Ermesinde","married","university.degree","no","no","yes","cellular","aug","fri",NA,5,999,0,"nonexistent","yes","married","university"
"8095",46,"blue-collar - Pinhel","married","basic.4y","no","yes","no","cellular","aug","mon",626,2,999,0,"nonexistent","yes","married","high school or less"
"8096",44,"blue-collar - Santana","married","basic.4y","unknown","no","no","cellular","aug","mon",363,5,999,0,"nonexistent","yes","married","high school or less"
"8097",35,"management - Almeirim","divorced","university.degree","no","yes","no","cellular","aug","mon",961,2,999,0,"nonexistent","yes","not married","university"
"8098",60,"retired - Tondela","married","unknown","no","yes","no","cellular","aug","mon",600,2,999,0,"nonexistent","yes","married","unknown"
